ax,ay,az,qw,qx,qy,qz,droll,dpitch,dyaw,heart,Scenario_Label,Fall
-0.001,-0.042,-0.051,-0.7233,0.1961,0.0415,0.6606,68.3,3.0,-15.6,0,bed,0
0.03,0.068,-0.207,-0.7274,0.188,0.0496,0.6579,73.2,4.7,-14.8,0,bed,0
0.04,0.221,-0.285,-0.7311,0.1811,0.058,0.6552,49.9,15.3,-15.8,0,bed,0
0.122,0.21,-0.315,-0.7337,0.1803,0.0631,0.6519,4.9,25.3,-19.9,0,bed,0
0.22,0.149,-0.415,-0.7352,0.1864,0.0647,0.6484,-33.7,40.3,-21.5,0,bed,0
0.306,0.048,-0.514,-0.7352,0.1989,0.0648,0.6446,-62.7,60.8,-19.2,0,bed,0
0.17,-0.323,-0.379,-0.7345,0.2136,0.0676,0.6405,-31.2,78.1,-15.0,0,bed,0
0.106,-0.279,-0.3,-0.7349,0.2219,0.0784,0.636,43.2,83.9,-5.5,0,bed,0
0.049,0.042,-0.224,-0.7364,0.2231,0.0967,0.6312,75.6,87.8,-0.8,0,bed,0
0.032,0.258,-0.18,-0.7371,0.2255,0.1148,0.6264,33.9,90.9,-2.8,0,bed,0
0.075,0.142,-0.069,-0.7355,0.2358,0.1257,0.6224,-31.8,88.0,-5.1,0,bed,0
0.068,-0.151,-0.033,-0.7324,0.25,0.1317,0.6193,-37.8,79.0,-0.8,0,bed,0
0.007,-0.166,0.131,-0.7293,0.2605,0.1383,0.6172,-10.3,62.0,7.8,0,bed,0
0.047,-0.015,0.032,-0.7268,0.2671,0.1445,0.616,-10.9,51.6,10.4,0,bed,0
0.114,0.155,-0.038,-0.723,0.2763,0.1478,0.6156,-62.5,54.6,6.6,0,bed,0
0.082,0.24,-0.089,-0.7154,0.2966,0.1439,0.6159,-156.0,69.1,2.7,0,bed,0
-0.03,-0.049,-0.224,-0.7024,0.3292,0.1326,0.6169,-220.2,82.6,5.1,0,bed,0
-0.179,-0.269,-0.271,-0.687,0.3635,0.1211,0.6173,-187.7,87.3,12.3,0,bed,0
-0.214,-0.145,-0.331,-0.6731,0.3912,0.1158,0.6167,-127.5,89.1,18.2,0,bed,0
-0.223,-0.062,-0.291,-0.6625,0.4119,0.1171,0.6144,-71.2,89.7,16.2,1023,bed,0
-0.24,0.0,-0.178,-0.6555,0.4267,0.1228,0.6107,-36.0,84.2,12.3,1023,bed,0
-0.302,0.006,-0.066,-0.6505,0.438,0.13,0.6066,-19.1,75.6,11.2,1023,bed,0
-0.354,0.066,-0.045,-0.6466,0.447,0.137,0.6026,-13.7,65.1,7.2,1023,bed,0
-0.312,0.015,-0.062,-0.644,0.4544,0.1432,0.5985,-7.0,57.4,0.4,1023,bed,0
-0.242,-0.01,-0.066,-0.6427,0.4604,0.1491,0.5937,5.3,54.7,-5.1,1023,bed,0
-0.199,0.041,-0.037,-0.6432,0.4645,0.1562,0.5882,24.1,53.9,-8.1,1023,bed,0
-0.171,0.134,0.011,-0.645,0.4668,0.1647,0.5821,33.9,54.8,-7.4,1023,bed,0
-0.091,0.182,0.013,-0.6469,0.4685,0.1741,0.5758,37.7,56.2,-3.1,1023,bed,0
0.009,0.245,-0.04,-0.6478,0.4702,0.1845,0.5701,31.7,60.4,6.9,1023,bed,0
0.076,0.336,-0.106,-0.6459,0.4738,0.1949,0.5658,6.7,67.7,20.7,1023,bed,0
0.155,0.263,-0.264,-0.6401,0.4807,0.205,0.563,-8.9,80.0,34.8,1023,bed,0
0.131,0.25,0.004,-0.6336,0.485,0.2195,0.5612,45.7,78.0,64.6,1023,bed,0
-0.132,0.665,0.46,-0.6285,0.4812,0.2414,0.5612,71.3,66.1,91.2,0,bed,0
-0.567,0.168,0.512,-0.6194,0.4815,0.2559,0.5646,-34.2,45.0,74.2,0,bed,0
-0.398,-0.122,-0.132,-0.6061,0.4882,0.2605,0.5712,-61.9,37.2,60.6,0,bed,0
-0.03,-0.005,-0.484,-0.595,0.4945,0.2649,0.5753,-32.0,48.9,50.1,0,bed,0
0.088,0.145,-0.352,-0.5855,0.5003,0.2728,0.5764,-7.6,62.0,49.0,0,bed,0
-0.034,0.202,-0.114,-0.5778,0.5032,0.2843,0.5762,10.7,56.0,54.9,0,bed,0
-0.071,0.221,-0.04,-0.57,0.5052,0.2943,0.5771,-5.8,45.3,53.9,0,bed,0
-0.035,0.018,0.01,-0.561,0.5075,0.302,0.5799,-22.0,33.8,55.9,0,bed,0
0.113,-0.149,-0.144,-0.5517,0.51,0.3077,0.5837,-14.1,30.6,58.5,0,bed,0
-0.112,0.132,0.046,-0.5436,0.51,0.3167,0.5865,7.3,33.1,61.2,0,bed,0
-0.12,0.035,0.322,-0.5359,0.5096,0.3248,0.5894,-1.7,25.7,58.0,0,bed,0
-0.106,-0.091,0.119,-0.5285,0.5087,0.3319,0.5929,-0.2,20.8,58.5,0,bed,0
-0.037,-0.055,-0.109,-0.5214,0.5082,0.339,0.5957,0.5,24.5,59.6,0,bed,0
-0.106,0.026,-0.086,-0.5128,0.5081,0.3466,0.5988,-7.7,26.3,61.6,0,bed,0
-0.135,0.178,-0.101,-0.5041,0.5076,0.3541,0.6022,-1.6,23.4,62.0,0,bed,0
-0.02,0.104,-0.216,-0.4964,0.5063,0.3614,0.6054,1.3,22.6,57.2,0,bed,0
0.026,0.012,-0.246,-0.4893,0.5047,0.3687,0.608,4.9,23.6,56.0,0,bed,0
-0.083,0.001,0.094,-0.4822,0.5038,0.376,0.61,0.2,22.3,53.2,0,bed,0
-0.078,-0.065,0.159,-0.4754,0.5019,0.381,0.6138,-10.2,16.7,51.3,0,bed,0
0.038,-0.028,0.045,-0.4686,0.5008,0.3852,0.6173,-6.0,15.3,50.7,0,bed,0
0.05,0.016,-0.044,-0.4621,0.4991,0.3908,0.62,8.5,15.8,49.6,0,bed,0
-0.028,0.142,-0.043,-0.4551,0.4965,0.3999,0.6215,19.9,17.5,43.4,1023,bed,0
0.096,0.124,-0.032,-0.447,0.4944,0.4098,0.6226,18.1,18.7,37.9,1023,bed,0
0.002,-0.059,-0.1,-0.439,0.493,0.4192,0.6231,16.3,17.3,35.9,1023,bed,0
-0.079,0.012,-0.128,-0.4322,0.4916,0.4285,0.6227,23.3,14.1,34.9,1023,bed,0
-0.067,0.095,-0.108,-0.4258,0.4893,0.4375,0.6226,20.2,11.9,33.4,1023,bed,0
-0.028,0.085,-0.096,-0.4195,0.4871,0.4453,0.6231,12.6,9.4,33.4,1023,bed,0
-0.04,0.031,-0.093,-0.4127,0.4855,0.4523,0.6239,7.5,7.0,32.1,1023,bed,0
-0.107,0.11,-0.017,-0.406,0.484,0.4583,0.625,1.6,5.3,31.2,1023,bed,0
-0.077,0.012,-0.017,-0.3999,0.4827,0.4633,0.6263,2.6,4.2,28.0,1023,bed,0
-0.087,0.036,0.001,-0.3946,0.4814,0.4678,0.6273,3.8,3.2,26.8,1023,bed,0
-0.045,-0.008,-0.04,-0.3898,0.4804,0.4719,0.628,2.5,2.8,23.3,1023,bed,0
-0.019,0.032,-0.055,-0.3853,0.4792,0.4762,0.6285,6.8,2.3,23.5,1023,bed,0
-0.065,0.01,-0.058,-0.381,0.478,0.4806,0.6287,8.6,2.1,24.6,1023,bed,0
-0.111,-0.02,-0.055,-0.3765,0.4763,0.4851,0.6292,5.4,0.4,26.9,1023,bed,0
-0.093,-0.082,-0.096,-0.3723,0.475,0.4889,0.6297,3.8,-0.4,26.9,1023,bed,0
-0.091,0.003,-0.147,-0.368,0.4739,0.4923,0.6304,-3.3,-2.8,25.7,1023,bed,0
-0.124,0.018,-0.191,-0.3626,0.4727,0.4944,0.6329,-21.9,-5.4,24.0,0,bed,0
-0.161,-0.019,-0.204,-0.3557,0.4731,0.4929,0.6376,-54.7,-7.8,16.2,0,bed,0
-0.178,-0.041,-0.22,-0.3472,0.4764,0.4861,0.645,-94.5,-9.9,1.6,0,bed,0
-0.177,0.083,-0.215,-0.3368,0.483,0.4731,0.6553,-139.0,-13.8,-10.7,0,bed,0
-0.192,0.099,-0.147,-0.3244,0.4926,0.4528,0.6685,-186.8,-21.3,-32.3,0,bed,0
-0.149,0.094,-0.129,-0.3107,0.5055,0.4245,0.6838,-227.1,-22.9,-53.7,0,bed,0
-0.135,0.013,-0.154,-0.2967,0.5208,0.391,0.6984,-232.0,-19.5,-66.8,0,bed,0
-0.124,0.043,-0.117,-0.2835,0.5359,0.3575,0.7103,-214.1,-15.2,-70.7,0,bed,0
-0.096,0.062,-0.077,-0.2716,0.5494,0.326,0.7197,-192.8,-11.1,-71.2,0,bed,0
-0.073,0.043,-0.072,-0.2614,0.5611,0.2975,0.7268,-161.8,-8.8,-67.3,0,bed,0
-0.043,0.052,-0.06,-0.2531,0.5706,0.2734,0.7317,-130.5,-6.3,-59.9,0,bed,0
-0.031,0.047,-0.046,-0.2465,0.5783,0.254,0.7349,-100.3,-2.9,-52.0,0,bed,0
-0.003,0.077,-0.068,-0.241,0.5848,0.2384,0.7368,-85.2,0.8,-45.1,0,bed,0
0.005,0.027,-0.073,-0.2355,0.591,0.2245,0.738,-77.6,3.8,-40.5,0,bed,0
0.008,0.0,-0.042,-0.2307,0.5968,0.2119,0.7386,-67.0,5.3,-36.9,0,bed,0
0.011,0.0,0.016,-0.2266,0.6016,0.2007,0.7391,-57.3,4.6,-34.2,0,bed,0
0.015,0.038,0.021,-0.223,0.6054,0.1907,0.7398,-53.0,2.5,-32.1,0,bed,0
0.008,0.069,-0.002,-0.219,0.6088,0.1809,0.7406,-55.5,0.6,-30.9,0,bed,0
-0.008,0.038,-0.012,-0.2147,0.6118,0.1712,0.7417,-51.9,-4.1,-29.2,1023,bed,0
-0.005,0.042,0.0,-0.2112,0.6136,0.1621,0.7432,-44.3,-12.2,-26.7,1023,bed,0
0.0,0.071,-0.01,-0.2079,0.614,0.1535,0.7457,-44.9,-20.0,-23.7,1023,bed,0
0.003,0.095,0.007,-0.2037,0.6134,0.1445,0.7491,-53.9,-27.5,-20.3,1023,bed,0
0.022,0.114,-0.017,-0.1977,0.612,0.134,0.7538,-70.0,-34.1,-16.8,1023,bed,0
0.062,0.118,-0.026,-0.1892,0.6103,0.1214,0.7594,-88.2,-39.1,-12.4,1023,bed,0
0.08,0.125,-0.056,-0.1785,0.6084,0.1069,0.7658,-102.8,-43.9,-8.0,1023,bed,0
0.098,0.112,-0.08,-0.1661,0.6061,0.0908,0.7724,-114.5,-47.7,-4.5,1023,bed,0
0.107,0.095,-0.096,-0.1523,0.6035,0.0737,0.7791,-119.5,-50.7,-0.5,1023,bed,0
0.107,0.08,-0.119,-0.138,0.6002,0.0563,0.7857,-118.4,-52.9,2.9,1023,bed,0
0.081,0.076,-0.126,-0.1237,0.5965,0.0395,0.7919,-114.6,-54.2,6.6,1023,bed,0
0.027,0.06,-0.147,-0.109,0.5919,0.0238,0.7981,-111.5,-55.3,10.7,1023,bed,0
-0.013,0.047,-0.156,-0.0936,0.586,0.0095,0.8048,-109.5,-55.4,14.9,1023,bed,0
-0.038,0.041,-0.167,-0.0778,0.5797,-0.0042,0.811,-110.3,-54.5,19.6,1023,bed,0
-0.052,0.017,-0.18,-0.0611,0.5734,-0.018,0.8167,-115.0,-51.2,24.5,1023,bed,0
-0.063,-0.032,-0.175,-0.0436,0.5676,-0.0319,0.8215,-117.2,-45.4,27.9,1023,bed,0
-0.043,-0.046,-0.179,-0.0257,0.5623,-0.0455,0.8252,-117.0,-38.0,30.3,1023,bed,0
0.001,-0.058,-0.171,-0.0079,0.558,-0.0591,0.8276,-117.8,-27.8,30.4,1023,bed,0
0.03,-0.095,-0.135,0.0093,0.555,-0.0724,0.8286,-111.2,-16.9,29.9,0,bed,0
0.063,-0.108,-0.113,0.0252,0.5532,-0.0842,0.8283,-97.6,-6.5,30.1,0,bed,0
0.1,-0.135,-0.078,0.0393,0.5529,-0.0939,0.8269,-80.2,3.7,29.8,0,bed,0
0.129,-0.136,-0.015,0.0514,0.5538,-0.1007,0.8248,-60.2,11.5,30.2,0,bed,0
0.146,-0.104,0.039,0.0614,0.5557,-0.1051,0.8223,-44.8,15.3,30.1,0,bed,0
0.149,-0.095,0.072,0.0702,0.5579,-0.108,0.8197,-37.9,16.1,30.2,0,bed,0
0.142,-0.097,0.098,0.0785,0.5601,-0.11,0.8172,-34.2,14.2,32.4,0,bed,0
0.137,-0.089,0.106,0.0872,0.562,-0.1115,0.8148,-35.5,11.1,36.8,0,bed,0
0.136,-0.09,0.109,0.097,0.5634,-0.1132,0.8126,-43.3,7.8,40.9,0,bed,0
0.142,-0.074,0.111,0.1083,0.5641,-0.1163,0.8101,-59.2,4.9,44.8,0,bed,0
0.148,-0.084,0.105,0.122,0.5642,-0.1214,0.8074,-77.3,2.5,47.9,0,bed,0
0.141,-0.105,0.092,0.1374,0.5635,-0.1286,0.8043,-92.3,1.2,49.0,0,bed,0
0.125,-0.121,0.079,0.1541,0.5622,-0.1375,0.8007,-103.0,0.3,48.8,0,bed,0
0.111,-0.128,0.07,0.1711,0.5604,-0.1477,0.7967,-109.1,-0.3,46.9,0,bed,0
0.107,-0.127,0.063,0.1879,0.5581,-0.1586,0.7924,-110.3,-1.2,43.9,0,bed,0
0.094,-0.127,0.064,0.204,0.5554,-0.1697,0.788,-108.1,-2.8,40.2,0,bed,0
0.074,-0.131,0.057,0.2192,0.5522,-0.1805,0.7837,-103.9,-4.7,36.6,0,bed,0
0.038,-0.135,0.051,0.2334,0.5487,-0.1908,0.7796,-98.4,-6.9,33.9,0,bed,0
-0.01,-0.117,0.038,0.2454,0.5452,-0.2021,0.7756,-93.0,-9.7,32.6,1023,bed,0
-0.021,-0.102,0.026,0.2567,0.5415,-0.2133,0.7715,-92.0,-12.2,30.7,1023,bed,0
-0.025,-0.096,0.031,0.2676,0.5374,-0.2244,0.7675,-91.5,-14.7,28.2,1023,bed,0
-0.021,-0.073,0.037,0.2784,0.5329,-0.2355,0.7635,-93.6,-15.7,24.9,1023,bed,0
-0.006,-0.056,0.044,0.2889,0.5278,-0.2472,0.7594,-97.8,-15.4,20.1,1023,bed,0
0.002,-0.045,0.024,0.2989,0.5225,-0.2597,0.755,-100.9,-14.5,14.9,1023,bed,0
0.011,-0.054,0.015,0.3083,0.517,-0.2729,0.7503,-100.5,-12.1,9.1,1023,bed,0
0.005,-0.059,0.035,0.3164,0.5116,-0.286,0.7458,-92.0,-10.8,5.1,1023,bed,0
0.0,-0.05,0.039,0.323,0.5066,-0.2978,0.7417,-78.7,-9.6,1.6,1023,bed,0
0.007,-0.031,0.025,0.3281,0.5023,-0.308,0.7382,-66.3,-8.9,-0.5,1023,bed,0
0.001,-0.022,0.029,0.332,0.4988,-0.3167,0.7352,-55.6,-7.7,-1.2,1023,bed,0
0.0,-0.002,0.026,0.3351,0.4961,-0.3241,0.7324,-47.8,-6.9,-0.3,1023,bed,0
0.001,0.005,0.027,0.3379,0.4938,-0.3306,0.7297,-44.4,-5.5,1.8,1023,bed,0
0.001,0.003,0.037,0.341,0.4921,-0.3365,0.7268,-42.3,-4.1,5.2,0,bed,0
0.003,-0.003,0.047,0.3442,0.4908,-0.3418,0.7237,-40.5,-2.7,9.4,0,bed,0
0.004,-0.012,0.047,0.3477,0.4899,-0.3465,0.7203,-38.1,-1.6,13.2,0,bed,0
0.008,-0.014,0.048,0.3513,0.4894,-0.3507,0.7168,-35.8,-0.7,16.7,0,bed,0
0.006,-0.023,0.043,0.3551,0.4893,-0.3544,0.7132,-33.3,-0.7,19.4,0,bed,0
0.007,-0.032,0.031,0.3591,0.4895,-0.3575,0.7096,-30.9,-1.1,21.8,0,bed,0
0.014,-0.039,0.018,0.3631,0.4897,-0.3601,0.706,-29.4,-2.3,24.0,0,bed,0
0.03,-0.043,-0.002,0.3674,0.4901,-0.3625,0.7023,-29.8,-3.3,26.1,0,bed,0
0.04,-0.053,-0.009,0.3721,0.4903,-0.3649,0.6984,-32.2,-4.4,27.9,0,bed,0
0.049,-0.059,-0.027,0.3771,0.4904,-0.3676,0.6943,-35.8,-5.7,28.8,0,bed,0
0.042,-0.068,-0.041,0.3825,0.4901,-0.3706,0.6899,-39.6,-6.8,29.1,0,bed,0
0.041,-0.075,-0.058,0.3884,0.4893,-0.3741,0.6852,-44.3,-8.4,28.8,0,bed,0
0.03,-0.081,-0.084,0.3946,0.4881,-0.3783,0.6803,-49.4,-9.8,28.2,0,bed,0
0.016,-0.095,-0.105,0.4016,0.486,-0.382,0.6756,-53.3,-11.0,27.5,0,bed,0
-0.004,-0.102,-0.135,0.4092,0.4832,-0.3857,0.6709,-56.1,-12.1,26.7,0,bed,0
-0.035,-0.107,-0.15,0.4168,0.48,-0.3896,0.6662,-57.3,-12.6,25.5,0,bed,0
-0.038,-0.127,-0.171,0.4242,0.4768,-0.3936,0.6615,-57.0,-12.5,24.1,0,bed,0
-0.032,-0.139,-0.18,0.4312,0.4735,-0.3976,0.657,-54.1,-11.8,21.8,0,bed,0
-0.034,-0.139,-0.19,0.4374,0.4704,-0.4014,0.6527,-49.9,-10.7,18.5,0,bed,0
-0.028,-0.145,-0.192,0.4427,0.4676,-0.405,0.6489,-45.0,-9.2,14.8,0,bed,0
-0.023,-0.151,-0.2,0.4468,0.4651,-0.4085,0.6457,-37.5,-7.6,9.9,1023,bed,0
-0.021,-0.145,-0.209,0.4496,0.4631,-0.4114,0.6433,-28.8,-6.5,5.4,1023,bed,0
-0.023,-0.145,-0.213,0.4512,0.4615,-0.4139,0.6418,-20.6,-5.1,0.2,1023,bed,0
-0.009,-0.14,-0.213,0.4515,0.4603,-0.4159,0.6411,-13.2,-4.4,-4.2,1023,bed,0
-0.006,-0.117,-0.214,0.4508,0.4593,-0.4178,0.6412,-9.3,-3.5,-9.0,1023,bed,0
0.001,-0.106,-0.221,0.4495,0.4582,-0.4199,0.6415,-9.7,-2.2,-12.6,1023,bed,0
0.009,-0.092,-0.211,0.4476,0.4569,-0.4225,0.642,-12.1,-0.6,-16.2,1023,bed,0
0.021,-0.082,-0.207,0.4457,0.4553,-0.4259,0.6422,-15.5,1.1,-18.9,1023,bed,0
0.012,-0.076,-0.2,0.4436,0.4535,-0.4299,0.6423,-17.6,3.1,-20.6,1023,bed,0
0.007,-0.067,-0.197,0.4413,0.4516,-0.4343,0.6422,-17.8,5.0,-21.5,1023,bed,0
0.0,-0.062,-0.181,0.4389,0.45,-0.4387,0.642,-17.0,6.5,-21.4,1023,bed,0
-0.002,-0.056,-0.171,0.4363,0.4486,-0.4431,0.6418,-15.6,7.7,-20.7,1023,bed,0
-0.017,-0.045,-0.156,0.4336,0.4476,-0.4473,0.6414,-14.1,9.2,-19.7,1023,bed,0
-0.034,-0.037,-0.143,0.4307,0.447,-0.4516,0.6408,-12.8,10.2,-18.4,1023,bed,0
-0.047,-0.025,-0.132,0.4273,0.4477,-0.4564,0.6391,-11.7,11.6,-17.3,1023,bed,0
-0.036,-0.021,-0.117,0.4241,0.4486,-0.4609,0.6374,-10.8,13.7,-16.1,0,bed,0
-0.023,-0.02,-0.088,0.4207,0.4499,-0.4651,0.6357,-7.6,16.3,-14.9,0,bed,0
0.0,-0.017,-0.058,0.4171,0.4516,-0.4688,0.6341,-2.5,18.9,-13.5,0,bed,0
0.018,-0.019,-0.033,0.4131,0.454,-0.4717,0.6329,5.1,21.1,-11.9,0,bed,0
0.03,-0.019,-0.011,0.4086,0.4571,-0.4734,0.6323,14.9,22.7,-10.2,0,bed,0
0.029,-0.013,0.016,0.4035,0.461,-0.4737,0.6325,25.7,23.1,-8.0,0,bed,0
0.006,-0.002,0.037,0.398,0.4656,-0.4725,0.6335,34.8,22.5,-6.1,0,bed,0
-0.023,0.011,0.039,0.3924,0.4708,-0.4701,0.6349,39.8,21.3,-3.6,0,bed,0
-0.032,0.014,0.051,0.387,0.4763,-0.4669,0.6366,42.1,19.6,-0.1,0,bed,0
-0.027,0.01,0.079,0.3823,0.4818,-0.4628,0.6382,42.4,17.5,3.9,0,bed,0
-0.007,0.01,0.099,0.3782,0.487,-0.4583,0.64,40.5,14.8,7.1,0,bed,0
-0.012,0.033,0.087,0.3751,0.4917,-0.4537,0.6415,33.9,11.1,8.0,0,bed,0
-0.018,0.045,0.067,0.3732,0.4954,-0.45,0.6423,22.1,7.7,7.1,0,bed,0
-0.026,0.029,0.061,0.3725,0.498,-0.4476,0.6424,9.2,4.8,6.2,0,bed,0
-0.007,0.0,0.064,0.3726,0.4995,-0.4463,0.6421,2.7,2.2,7.0,0,bed,0
0.009,-0.015,0.064,0.3733,0.5004,-0.4452,0.6418,1.9,0.0,9.1,0,bed,0
0.017,-0.026,0.052,0.3742,0.5013,-0.4437,0.6416,4.6,-2.1,11.1,0,bed,0
0.01,-0.022,0.039,0.3753,0.5022,-0.4418,0.6416,4.8,-4.5,11.7,0,bed,0
0.0,-0.014,0.021,0.3765,0.5028,-0.4401,0.6415,0.7,-7.5,10.4,0,bed,0
0.0,-0.016,0.005,0.3783,0.5026,-0.439,0.6413,-6.5,-10.0,8.2,1023,bed,0
-0.005,-0.026,-0.018,0.3806,0.5017,-0.4389,0.6408,-13.5,-11.5,5.9,1023,bed,0
-0.017,-0.033,-0.031,0.3831,0.5001,-0.4398,0.6399,-17.2,-11.6,4.1,1023,bed,0
-0.01,-0.038,-0.042,0.3854,0.4984,-0.4411,0.6389,-18.6,-10.9,2.8,1023,bed,0
-0.01,-0.041,-0.056,0.3875,0.4968,-0.4427,0.6379,-17.3,-9.6,1.5,1023,bed,0
0.001,-0.049,-0.062,0.389,0.4953,-0.4444,0.6369,-14.0,-8.1,0.3,1023,bed,0
0.006,-0.054,-0.064,0.3898,0.4943,-0.4458,0.6363,-8.3,-6.9,-0.6,1023,bed,0
0.009,-0.048,-0.068,0.39,0.4937,-0.4465,0.6361,-1.9,-6.1,-1.4,1023,bed,0
0.008,-0.04,-0.069,0.3894,0.4935,-0.4469,0.6364,2.7,-6.0,-2.8,1023,bed,0
0.005,-0.023,-0.074,0.3886,0.4935,-0.4469,0.6369,3.3,-5.4,-4.2,1023,bed,0
0.0,-0.019,-0.071,0.3877,0.4934,-0.4472,0.6373,1.6,-4.6,-5.4,1023,bed,0
0.002,-0.011,-0.067,0.3868,0.4932,-0.4478,0.6375,-0.6,-3.5,-6.0,1023,bed,0
0.007,-0.016,-0.067,0.386,0.493,-0.4487,0.6375,-2.3,-2.3,-6.2,1023,bed,0
0.006,-0.014,-0.07,0.3851,0.4929,-0.4498,0.6373,-2.0,-1.1,-6.5,1023,bed,0
0.006,-0.012,-0.069,0.3842,0.4928,-0.4509,0.6372,-1.1,-0.1,-6.7,0,bed,0
0.008,-0.012,-0.057,0.3831,0.4929,-0.4519,0.637,0.6,0.8,-6.8,0,bed,0
0.011,-0.004,-0.054,0.3818,0.4932,-0.4527,0.637,1.9,1.4,-7.0,0,bed,0
0.007,0.005,-0.054,0.3804,0.4936,-0.4535,0.637,1.5,2.5,-7.2,0,bed,0
0.0,0.009,-0.048,0.379,0.494,-0.4544,0.6368,0.4,3.4,-7.5,0,bed,0
-0.006,0.009,-0.042,0.3777,0.4945,-0.4554,0.6366,0.5,4.5,-7.6,0,bed,0
-0.005,0.01,-0.034,0.3763,0.495,-0.4563,0.6363,2.0,5.4,-6.7,0,bed,0
-0.003,0.01,-0.028,0.3749,0.4959,-0.4569,0.6361,4.3,6.2,-4.9,0,bed,0
-0.006,0.012,-0.022,0.3734,0.4971,-0.4571,0.6359,5.9,6.3,-2.9,0,bed,0
-0.003,0.013,-0.011,0.3722,0.4984,-0.4569,0.6357,6.6,6.3,-1.1,0,bed,0
0.0,0.014,-0.004,0.3713,0.4998,-0.4565,0.6355,5.8,5.8,0.3,0,bed,0
0.008,0.011,0.0,0.3706,0.5011,-0.4561,0.6352,4.4,5.0,1.2,0,bed,0
0.008,0.004,0.001,0.3701,0.5022,-0.4557,0.6348,3.5,4.5,1.6,0,bed,0
0.004,0.004,0.002,0.3697,0.5032,-0.4553,0.6345,4.0,3.7,1.9,0,bed,0
0.003,0.0,0.006,0.3694,0.5042,-0.4548,0.6343,4.3,3.0,2.1,0,bed,0
0.0,0.0,0.003,0.3692,0.505,-0.4542,0.6342,4.0,2.3,2.1,0,bed,0
0.0,0.0,0.003,0.3691,0.5057,-0.4536,0.6341,2.9,1.6,1.7,0,bed,0
-0.008,-0.001,0.002,0.369,0.5062,-0.4533,0.634,1.5,0.8,0.7,0,bed,0
-0.012,-0.007,0.001,0.3689,0.5065,-0.4531,0.6339,0.9,0.3,-0.5,1023,bed,0
-0.013,-0.008,-0.004,0.3687,0.5066,-0.4531,0.634,1.0,-0.3,-1.7,1023,bed,0
-0.013,-0.008,-0.008,0.3684,0.5065,-0.4531,0.6342,1.6,-0.7,-3.0,1023,bed,0
-0.013,-0.004,-0.004,0.3679,0.5064,-0.4532,0.6345,2.0,-1.1,-4.5,1023,bed,0
-0.003,0.0,-0.008,0.3671,0.5063,-0.4533,0.635,2.2,-1.2,-6.2,1023,bed,0
0.006,0.006,-0.019,0.3663,0.506,-0.4536,0.6356,2.5,-1.1,-7.0,1023,bed,0
0.009,0.005,-0.022,0.3654,0.5057,-0.4538,0.6361,3.4,-0.4,-7.3,1023,bed,0
0.014,0.016,-0.021,0.3643,0.5056,-0.4539,0.6367,4.9,-0.2,-6.4,1023,bed,0
0.013,0.021,-0.025,0.3633,0.5058,-0.4538,0.6372,5.2,0.5,-5.0,1023,bed,0
0.008,0.02,-0.029,0.3624,0.5063,-0.4535,0.6375,5.5,1.4,-3.0,1023,bed,0
0.002,0.022,-0.023,0.3617,0.5071,-0.4531,0.6376,6.5,2.6,-0.3,1023,bed,0
0.0,0.02,-0.021,0.3611,0.5084,-0.4523,0.6375,7.8,3.6,3.0,1023,bed,0
0.0,0.015,-0.02,0.3607,0.5101,-0.451,0.6372,9.1,4.8,7.0,1023,bed,0
0.001,0.009,-0.008,0.3606,0.5122,-0.4494,0.6367,9.7,5.8,10.5,0,bed,0
0.001,0.005,0.004,0.3607,0.5145,-0.4476,0.6361,9.5,6.4,12.5,0,bed,0
0.002,-0.008,0.005,0.361,0.5167,-0.4457,0.6355,9.1,5.8,13.3,0,bed,0
0.006,-0.016,0.006,0.3613,0.5189,-0.4437,0.6349,9.6,5.2,13.4,0,bed,0
0.004,-0.024,0.015,0.3615,0.521,-0.4417,0.6345,11.0,4.4,12.6,0,bed,0
0.006,-0.032,0.015,0.3615,0.5229,-0.4396,0.6344,12.4,4.1,11.8,0,bed,0
0.006,-0.036,0.017,0.3612,0.5249,-0.4374,0.6345,13.3,3.8,10.5,0,bed,0
0.003,-0.036,0.015,0.3609,0.5266,-0.4352,0.6347,13.2,3.4,9.2,0,bed,0
0.0,-0.04,0.009,0.3603,0.5282,-0.4333,0.635,12.5,3.0,7.7,0,bed,0
0.004,-0.04,0.01,0.3596,0.5296,-0.4316,0.6354,12.0,2.5,5.9,0,bed,0
0.01,-0.04,0.007,0.3588,0.5307,-0.4301,0.6359,12.1,2.5,4.0,0,bed,0
0.013,-0.046,0.004,0.3577,0.5318,-0.4288,0.6366,12.7,2.0,1.9,0,bed,0
0.018,-0.044,0.003,0.3563,0.5327,-0.4275,0.6375,13.7,2.1,0.0,0,bed,0
0.023,-0.043,-0.008,0.3546,0.5335,-0.4264,0.6385,14.7,2.8,-1.7,0,bed,0
0.023,-0.043,-0.015,0.3525,0.5344,-0.4253,0.6395,16.2,4.0,-3.2,0,bed,0
0.012,-0.051,-0.016,0.3499,0.5356,-0.4243,0.6407,19.4,5.5,-3.9,0,bed,0
0.005,-0.063,-0.022,0.3467,0.5372,-0.4229,0.642,24.8,7.0,-3.8,0,bed,0
0.003,-0.079,-0.018,0.3428,0.5392,-0.4211,0.6436,30.5,8.9,-3.7,0,bed,0
